school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address,status
Ngurore Primary School,AD,Primary,Public,,,8.979861,12.618429,ADSFUR05,"Ngurore Primary School, AD State, Nigeria",Open
Tsorupa Primary School,AD,Primary,Public,,,10.143136,13.370018,ADSGYL02,"Tsorupa Primary School, AD State, Nigeria",Open
Tarbiyatul Aulad Nursery and Primary School,AD,Primary,Private,,,9.2828275,12.4388226,ADSYLN09,"Tarbiyatul Aulad Nursery and Primary School, AD State, Nigeria",Unknown
Labau Primary School,AD,Primary,Public,,,10.049965,12.014073,ADSSHG06,"Labau Primary School, AD State, Nigeria",Unknown
Pilot Primary School Sorau,AD,Primary,Public,,,9.747836,13.24842,ADSMAH09,"Pilot Primary School Sorau, AD State, Nigeria",Unknown
Primary School Boloko,AD,Primary,Public,,,9.552189,13.106448,ADSMAH03,"Primary School Boloko, AD State, Nigeria",Unknown
Imam Malik Nursery and Primary,AD,Primary,Private,,,9.283546,12.447117,ADSYLN09,"Imam Malik Nursery and Primary, AD State, Nigeria",Unknown
Kwalamba Primary School,AD,Primary,Public,,,10.375167,12.578141,ADSGMB08,"Kwalamba Primary School, AD State, Nigeria",Open
Sangvan Primary School,AD,Primary,Public,,,8.402856,11.990053,ADSGAN05,"Sangvan Primary School, AD State, Nigeria",Unknown
Kawa Primary School,AD,Primary,Public,,,9.846382,11.900065,ADSGUY09,"Kawa Primary School, AD State, Nigeria",Open
Kpasa Primary School,AD,Primary,Public,,,8.176217,12.094916,ADSTNG09,"Kpasa Primary School, AD State, Nigeria",Open
Kuma Primary School Kuma,AD,Primary,Public,,,9.688944,12.295026,ADSSNG09,"Kuma Primary School Kuma, AD State, Nigeria",Unknown
Yotti Giriri Primary School,AD,Primary,Public,,,9.168015,11.704403,ADSMWA05,"Yotti Giriri Primary School, AD State, Nigeria",Open
Ngbalapun Primary School,AD,Primary,Public,,,9.442014,11.784934,ADSNUM10,"Ngbalapun Primary School, AD State, Nigeria",Unknown
Kulasala Primary School,AD,Primary,Public,,,9.510489,12.180832,ADSDSA09,"Kulasala Primary School, AD State, Nigeria",Unknown
Mulula Primary School,AD,Primary,Public,,,10.146394,13.074265,ADSHNG07,"Mulula Primary School, AD State, Nigeria",Unknown
Garikida Primary School,AD,Primary,Public,,,10.402213,12.57286,ADSGMB05,"Garikida Primary School, AD State, Nigeria",Unknown
Kulangu Primary School,AD,Primary,Public,,,9.350495,12.282795,ADSYLA09,"Kulangu Primary School, AD State, Nigeria",Open
Mujara Primary School,AD,Primary,Public,,,10.168551,13.369599,ADSGYL08,"Mujara Primary School, AD State, Nigeria",Open
Tsohon Gari Hong Primary School,AD,Primary,Public,,,10.2388016,12.9499548,ADSHNG10,"Tsohon Gari Hong Primary School, AD State, Nigeria",Unknown
Bafere Primary School Bafere,AD,Primary,Public,,,9.42316,11.86777,ADSDSA05,"Bafere Primary School Bafere, AD State, Nigeria",Unknown
Atiku Model Primary School,AD,Primary,Public,,,9.293452,12.319997,ADSYLA08,"Atiku Model Primary School, AD State, Nigeria",Unknown
Lar Primary School,AD,Primary,Public,,,10.266855,12.729711,ADSGMB08,"Lar Primary School, AD State, Nigeria",Open
Mayo Bandaru Primary School,AD,Primary,Public,,,9.233718,11.788478,ADSDSA08,"Mayo Bandaru Primary School, AD State, Nigeria",Open
Dullum Primary School,AD,Primary,Public,,,9.436135,11.526155,ADSLMR09,"Dullum Primary School, AD State, Nigeria",Open
Damai Kasa Primary School,AD,Primary,Public,,,10.778033,13.590528,ADSMDG08,"Damai Kasa Primary School, AD State, Nigeria",Unknown
Mbilla Malabu Primary School,AD,Primary,Public,,,9.596616,13.051559,ADSFUR02,"Mbilla Malabu Primary School, AD State, Nigeria",Open
Tashan Rake Primary School,AD,Primary,Public,,,9.376913,11.874328,ADSDSA05,"Tashan Rake Primary School, AD State, Nigeria",Unknown
Lokuwa II Nursery School,AD,Primary,Public,,,10.274893,13.280975,ADSMUB05,"Lokuwa II Nursery School, AD State, Nigeria",Unknown
Lokuwa II Primary School,AD,Primary,Public,,,10.274218,13.281188,ADSMUB05,"Lokuwa II Primary School, AD State, Nigeria",Open
Savanah Staff Primary School,AD,Primary,Public,,,9.59323,11.919712,ADSLMR02,"Savanah Staff Primary School, AD State, Nigeria",Unknown
Tsohon Tike Primary School,AD,Primary,Public,,,8.756403,12.167666,ADSJAD03,"Tsohon Tike Primary School, AD State, Nigeria",Open
Future Hope Nursery and Primary School,AD,Primary,Private,,,9.282007,12.439032,ADSYLN09,"Future Hope Nursery and Primary School, AD State, Nigeria",Unknown
Tuli Koma Islamiyya Primary School,AD,Primary,Public,,,8.786794,12.67691,ADSJAD05,"Tuli Koma Islamiyya Primary School, AD State, Nigeria",Unknown
Gandra Primary School,AD,Primary,Public,,,10.164466,13.443428,ADSGYL01,"Gandra Primary School, AD State, Nigeria",Unknown
Abba Murke Primary School,AD,Primary,Public,,,9.56897,12.455293,ADSGRE07,"Abba Murke Primary School, AD State, Nigeria",Open
Bille Private Nursery School,AD,Primary,Private,,,9.262889,11.905759,ADSDSA01,"Bille Private Nursery School, AD State, Nigeria",Unknown
Primary School Sabon Pegi,AD,Primary,Public,,,9.61996,12.1953,ADSDSA07,"Primary School Sabon Pegi, AD State, Nigeria",Unknown
Nadi International Primary School Yola,AD,Primary,Private,,,9.241696,12.465428,ADSYLN04,"Nadi International Primary School Yola, AD State, Nigeria",Unknown
Dabora Primary School,AD,Primary,Public,,,8.465696,11.989013,ADSGAN09,"Dabora Primary School, AD State, Nigeria",Open
Central Primary School Gulak,AD,Primary,Public,,,10.805435,13.451761,ADSMDG03,"Central Primary School Gulak, AD State, Nigeria",Unknown
Shuware Primary School,AD,Primary,Public,,,10.278746,13.268736,ADSMUB05,"Shuware Primary School, AD State, Nigeria",Unknown
Bappa Chadi Primary School,AD,Primary,Public,,,8.77905,12.183956,ADSJAD03,"Bappa Chadi Primary School, AD State, Nigeria",Unknown
Za and Dumne Primary School Dumne,AD,Primary,Public,,,9.789067,12.403333,ADSSNG02,"Za and Dumne Primary School Dumne, AD State, Nigeria",Unknown
Dangu I Primary School,AD,Primary,Public,,,10.003566,11.854248,ADSGUY02,"Dangu I Primary School, AD State, Nigeria",Unknown
Ghumbula Primary School Ghumbula,AD,Primary,Public,,,10.80862,13.4826,ADSMDG03,"Ghumbula Primary School Ghumbula, AD State, Nigeria",Unknown
Gotta Primary School,AD,Primary,Public,,,10.098732,12.331125,ADSGMB02,"Gotta Primary School, AD State, Nigeria",Unknown
Filin Jirgi Malam Adamu Primary School,AD,Primary,Public,,,9.3580309,12.2571958,ADSYLA09,"Filin Jirgi Malam Adamu Primary School, AD State, Nigeria",Unknown
Tashan Yusuf Primary School,AD,Primary,Public,,,10.389429,12.551578,ADSGMB05,"Tashan Yusuf Primary School, AD State, Nigeria",Unknown
Learning Field Primary School,AD,Primary,Private,,,9.246344,12.441448,ADSYLN06,"Learning Field Primary School, AD State, Nigeria",Unknown
Nyibango Primary School,AD,Primary,Public,,,10.825361,13.611711,ADSMDG01,"Nyibango Primary School, AD State, Nigeria",Open
Wuro Ujiri Primary School,AD,Primary,Public,,,9.4125267,12.7994783,ADSFUR10,"Wuro Ujiri Primary School, AD State, Nigeria",Open
Unique International Academy,AD,Primary,Private,,,9.280864,12.430061,ADSYLN09,"Unique International Academy, AD State, Nigeria",Unknown
Nurul Qudah Islamiya Primary School,AD,Primary,Private,,,9.578819,12.908195,ADSFUR02,"Nurul Qudah Islamiya Primary School, AD State, Nigeria",Unknown
Markdoma Nursery and Primary School,AD,Primary,Private,,,9.360917,12.554523,ADSGRE05,"Markdoma Nursery and Primary School, AD State, Nigeria",Unknown
Nzungwaling Primary School,AD,Primary,Public,,,9.511467,12.207236,ADSDSA09,"Nzungwaling Primary School, AD State, Nigeria",Open
Datnubu Primary School,AD,Primary,Public,,,8.458377,11.881559,ADSGAN05,"Datnubu Primary School, AD State, Nigeria",Open
Kwathlama Primary School,AD,Primary,Public,,,10.7551,13.404854,ADSMDG02,"Kwathlama Primary School, AD State, Nigeria",Unknown
Dimbiwe Primary School,AD,Primary,Public,,,8.564024,12.003689,ADSGAN10,"Dimbiwe Primary School, AD State, Nigeria",Unknown
Eyn Zme Nursery School,AD,Primary,Faith Based,,,10.395996,13.179347,ADSHNG05,"Eyn Zme Nursery School, AD State, Nigeria",Unknown
Wulla Hanko Primary School,AD,Primary,Public,,,10.766635,13.648221,ADSMDG10,"Wulla Hanko Primary School, AD State, Nigeria",Unknown
Belel II Primary School,AD,Primary,Public,,,9.654545,13.226222,ADSMAH01,"Belel II Primary School, AD State, Nigeria",Unknown
Senjerum Primary School,AD,Primary,Public,,,8.416703,12.038358,ADSGAN08,"Senjerum Primary School, AD State, Nigeria",Unknown
Dura Primary School Bodwai,AD,Primary,Public,,,10.056786,12.098653,ADSSHG02,"Dura Primary School Bodwai, AD State, Nigeria",Unknown
Ganye III Primary School,AD,Primary,Public,,,8.433835,12.044165,ADSGAN07,"Ganye III Primary School, AD State, Nigeria",Unknown
Shelleng II Primary School,AD,Primary,Public,,,9.893592,12.017506,ADSSHG09,"Shelleng II Primary School, AD State, Nigeria",Open
Giwablam Primary School,AD,Primary,Public,,,10.431621,13.310118,ADSMUB06,"Giwablam Primary School, AD State, Nigeria",Unknown
Maggar Primary School,AD,Primary,Public,,,10.878776,13.556028,ADSMDG09,"Maggar Primary School, AD State, Nigeria",Open
Chafajaule Primary School,AD,Primary,Public,,,9.3168342,12.8606833,ADSFUR08,"Chafajaule Primary School, AD State, Nigeria",Unknown
Mandara Promary School,AD,Primary,Public,,,10.011915,13.208022,ADSMAH04,"Mandara Promary School, AD State, Nigeria",Unknown
Imam Malik Nursery and Primary School,AD,Primary,Private,,,9.334017,12.507676,ADSGRE04,"Imam Malik Nursery and Primary School, AD State, Nigeria",Unknown
Wuro Koncha Primary School Song,AD,Primary,Public,,,9.797587,12.662519,ADSSNG08,"Wuro Koncha Primary School Song, AD State, Nigeria",Unknown
Thatch Primary School Riko,AD,Primary,Public,,,9.31075,12.77013,ADSFUR08,"Thatch Primary School Riko, AD State, Nigeria",Unknown
Hudu Primary School,AD,Primary,Public,,,10.07428,13.245323,ADSMAH06,"Hudu Primary School, AD State, Nigeria",Open
Luru Primary School,AD,Primary,Public,,,9.568663,12.304543,ADSSNG09,"Luru Primary School, AD State, Nigeria",Open
Bangun Primary School,AD,Primary,Public,,,9.498064,12.251739,ADSDSA09,"Bangun Primary School, AD State, Nigeria",Open
Jiu I Primary School,AD,Primary,Public,,,9.811989,11.87052,ADSGUY04,"Jiu I Primary School, AD State, Nigeria",Open
Nyabai Primary School,AD,Primary,Public,,,9.24783,11.678937,ADSDSA08,"Nyabai Primary School, AD State, Nigeria",Unknown
Hurgo Primary School,AD,Primary,Public,,,10.883255,13.633829,ADSMDG06,"Hurgo Primary School, AD State, Nigeria",Open
Hursuche Primary School,AD,Primary,Public,,,10.2010492,12.2992382,ADSGMB01,"Hursuche Primary School, AD State, Nigeria",Open
Jauro Kenel Primary School,AD,Primary,Public,,,10.3284039,13.0825854,ADSHNG08,"Jauro Kenel Primary School, AD State, Nigeria",Unknown
Lutheran Church of Christ Nigeria Nursery and Primary School,AD,Primary,Faith Based,,,10.227856,12.914177,ADSHNG11,"Lutheran Church of Christ Nigeria Nursery and Primary School, AD State, Nigeria",Unknown
Dowaya I Primary School,AD,Primary,Public,,,9.42838,11.984365,ADSNUM09,"Dowaya I Primary School, AD State, Nigeria",Unknown
Kurta Primary School Kurta,AD,Primary,Public,,,9.706577,12.260756,ADSSNG10,"Kurta Primary School Kurta, AD State, Nigeria",Unknown
Bargu Primary School,AD,Primary,Public,,,8.583849,12.414756,ADSJAD11,"Bargu Primary School, AD State, Nigeria",Unknown
Gidan Biri Primary School,AD,Primary,Public,,,8.421798,11.649123,ADSTNG01,"Gidan Biri Primary School, AD State, Nigeria",Unknown
Hurtunda Primary School,AD,Primary,Public,,,10.215263,12.494624,ADSGMB03,"Hurtunda Primary School, AD State, Nigeria",Open
Tumari Primary,AD,Primary,Public,,,9.132297,11.773004,ADSMWA05,"Tumari Primary, AD State, Nigeria",Unknown
Redeemers Basic Nursery and Primary School CBN Quarter,AD,Primary,Private,,,9.2678761,12.4451843,ADSYLN08,"Redeemers Basic Nursery and Primary School CBN Quarter, AD State, Nigeria",Unknown
Kojoli Primary School,AD,Primary,Public,,,10.147969,12.567568,ADSGMB03,"Kojoli Primary School, AD State, Nigeria",Open
Ecwa Ndur Bula Nursery and Primary School Gashala,AD,Primary,Private,,,10.3537229,13.0988725,ADSHNG08,"Ecwa Ndur Bula Nursery and Primary School Gashala, AD State, Nigeria",Unknown
Ribado Yoffo Nomadic Primary School,AD,Primary,Public,,,9.084407,12.034614,ADSMWA10,"Ribado Yoffo Nomadic Primary School, AD State, Nigeria",Unknown
Goye Kizza Primary School,AD,Primary,Public,,,9.634731,11.592964,ADSLMR06,"Goye Kizza Primary School, AD State, Nigeria",Unknown
1st Baptist Nursery and Primary School,AD,Primary,Private,,,9.278931,12.448893,ADSYLN09,"1st Baptist Nursery and Primary School, AD State, Nigeria",Unknown
Kwashari Primary School,AD,Primary,Public,,,10.054364,13.236992,ADSMAH06,"Kwashari Primary School, AD State, Nigeria",Open
Solution Academy,AD,Primary,Private,,,10.140726,12.985666,ADSHNG02,"Solution Academy, AD State, Nigeria",Unknown
Miza Primary School,AD,Primary,Public,,,10.419433,13.395792,ADSMUB07,"Miza Primary School, AD State, Nigeria",Open
Jaba Gaya Primary School,AD,Primary,Public,,,10.448917,13.006863,ADSHNG04,"Jaba Gaya Primary School, AD State, Nigeria",Open
Jonkolo Primary School,AD,Primary,Public,,,9.839016,12.146135,ADSSHG01,"Jonkolo Primary School, AD State, Nigeria",Unknown
Gola Primary School,AD,Primary,Public,,,10.076596,12.734058,ADSSNG04,"Gola Primary School, AD State, Nigeria",Open
Ngavahim Primary School,AD,Primary,Public,,,10.209944,13.286107,ADSGYL04,"Ngavahim Primary School, AD State, Nigeria",Unknown
Barki Primary School,AD,Primary,Public,,,9.251749,11.688199,ADSDSA08,"Barki Primary School, AD State, Nigeria",Unknown
Zhau Primary School,AD,Primary,Public,,,10.749988,13.437554,ADSMDG02,"Zhau Primary School, AD State, Nigeria",Open
Tambo Jimoh Primary School,AD,Primary,Public,,,9.536312,12.385036,ADSGRE09,"Tambo Jimoh Primary School, AD State, Nigeria",Open
Ganweren Primary School,AD,Primary,Public,,,7.812631,11.681986,ADSTNG07,"Ganweren Primary School, AD State, Nigeria",Unknown
Ardo Yahya Islamiya,AD,Primary,Public,,,9.178357,12.541238,ADSYLA06,"Ardo Yahya Islamiya, AD State, Nigeria",Unknown
Bofta Primary School,AD,Primary,Public,,,9.8628591,12.3093191,ADSSNG01,"Bofta Primary School, AD State, Nigeria",Unknown
Holin Nomadic Primary School,AD,Primary,Public,,,9.298087,12.501793,ADSGRE08,"Holin Nomadic Primary School, AD State, Nigeria",Open
Kesure Primary School,AD,Primary,Public,,,10.015108,12.558529,ADSSNG06,"Kesure Primary School, AD State, Nigeria",Unknown
Yaza Primary School,AD,Primary,Public,,,10.30298,13.257404,ADSMUB03,"Yaza Primary School, AD State, Nigeria",Open
Gangwoki Primary School,AD,Primary,Public,,,8.471875,12.090966,ADSGAN04,"Gangwoki Primary School, AD State, Nigeria",Open
Mada I Primary School,AD,Primary,Public,,,9.983946,11.961237,ADSGUY03,"Mada I Primary School, AD State, Nigeria",Open
Ngurgwu Primary School,AD,Primary,Public,,,10.84406,13.48136,ADSMDG03,"Ngurgwu Primary School, AD State, Nigeria",Unknown
Lainde Massagala Primary School,AD,Primary,Public,,,9.711168,13.134352,ADSMAH09,"Lainde Massagala Primary School, AD State, Nigeria",Unknown
Government Secondary School Staff Nursery and Primary,AD,Primary,Public,,,10.22232,12.920627,ADSHNG11,"Government Secondary School Staff Nursery and Primary, AD State, Nigeria",Unknown
Imburu Primary School,AD,Primary,Public,,,9.485559,12.018274,ADSNUM04,"Imburu Primary School, AD State, Nigeria",Open
Taalum Nursery and Primary School,AD,Primary,Public,,,9.271537,12.462274,ADSYLN01,"Taalum Nursery and Primary School, AD State, Nigeria",Unknown
Nana Aisha Primary School,AD,Primary,Private,,,9.819732,12.624596,ADSSNG07,"Nana Aisha Primary School, AD State, Nigeria",Unknown
Fomwan Primary School,AD,Primary,Private,,,10.268822,13.282913,ADSMUB05,"Fomwan Primary School, AD State, Nigeria",Unknown
Barki Daka Primary School,AD,Primary,Public,,,10.620745,13.402993,ADSMCH08,"Barki Daka Primary School, AD State, Nigeria",Unknown
Wuro Bullude Primary School,AD,Primary,Public,,,10.259039,13.271765,ADSGYL09,"Wuro Bullude Primary School, AD State, Nigeria",Unknown
Nurrul Islam Yelwa Islamiya School,AD,Primary,Private,,,9.280265,12.456586,ADSYLN11,"Nurrul Islam Yelwa Islamiya School, AD State, Nigeria",Unknown
Ngebonge Primary School Ngebonge,AD,Primary,Public,,,9.62524,11.83715,ADSLMR03,"Ngebonge Primary School Ngebonge, AD State, Nigeria",Unknown
Bobbi Nomadic,AD,Primary,Public,,,8.196903,12.080834,ADSGAN02,"Bobbi Nomadic, AD State, Nigeria",Unknown
Mabeyechi Primary School,AD,Primary,Public,,,9.982441,13.189116,ADSMAH10,"Mabeyechi Primary School, AD State, Nigeria",Unknown
Gantum Ngurore Primary School,AD,Primary,Public,,,8.330923,12.226233,ADSGAN08,"Gantum Ngurore Primary School, AD State, Nigeria",Unknown
Gogra Primary School,AD,Primary,Public,,,8.946688,12.57744,ADSFUR05,"Gogra Primary School, AD State, Nigeria",Open
Bekaji Nursery School,AD,Primary,Public,,,9.262084,12.443668,ADSYLN06,"Bekaji Nursery School, AD State, Nigeria",Unknown
Mamsirmi Primary School,AD,Primary,Public,,,9.660542,11.820658,ADSLMR03,"Mamsirmi Primary School, AD State, Nigeria",Unknown
Wuro Koda Nomadic Primary School,AD,Primary,Public,,,9.588601,12.539931,ADSGRE10,"Wuro Koda Nomadic Primary School, AD State, Nigeria",Unknown
Farang Primary School,AD,Primary,Public,,,9.582136,12.915557,ADSFUR02,"Farang Primary School, AD State, Nigeria",Open
Koseyel Primary School,AD,Primary,Public,,,9.547359,12.187018,ADSDSA02,"Koseyel Primary School, AD State, Nigeria",Unknown
Ardo Mbula Primary School,AD,Primary,Public,,,8.875018,12.184004,ADSJAD08,"Ardo Mbula Primary School, AD State, Nigeria",Unknown
Bright Future,AD,Primary,Private,,,10.236323,12.935861,ADSHNG10,"Bright Future, AD State, Nigeria",Open
Primary School,AD,Primary,Public,,,9.08455,11.772967,ADSMWA01,"Primary School, AD State, Nigeria",Open
Mj Academy,AD,Primary,Private,,,8.443192,12.054732,ADSGAN03,"Mj Academy, AD State, Nigeria",Unknown
Tsandsa Primary School Tsandsa,AD,Primary,Public,,,10.6387,13.29194,ADSMCH05,"Tsandsa Primary School Tsandsa, AD State, Nigeria",Unknown
Buzza Primary School,AD,Primary,Public,,,9.029323,11.812059,ADSMWA01,"Buzza Primary School, AD State, Nigeria",Unknown
Sangere Primary School,AD,Primary,Public,,,10.177969,12.457021,ADSGMB03,"Sangere Primary School, AD State, Nigeria",Open
Kobaki Primary School,AD,Primary,Public,,,8.705206,12.101076,ADSJAD08,"Kobaki Primary School, AD State, Nigeria",Unknown
Nkafamiya Primary School Gappa,AD,Primary,Public,,,10.58521,13.42157,ADSMCH09,"Nkafamiya Primary School Gappa, AD State, Nigeria",Unknown
Kukunto Primary School,AD,Primary,Public,,,9.414556,12.03542,ADSDSA10,"Kukunto Primary School, AD State, Nigeria",Unknown
Gova Primary School,AD,Primary,Public,,,10.372778,13.386239,ADSMUB08,"Gova Primary School, AD State, Nigeria",Open
Eyn Academy Yola Town,AD,Primary,Private,,,9.20098,12.481105,ADSYLA07,"Eyn Academy Yola Town, AD State, Nigeria",Unknown
